years_of_experience,functional_competency_score,top1_skills_score,top2_skills_score,top3_skills_score,behavior_competency_score,top1_behavior_skill_score,top2_behavior_skill_score,top3_behavior_skill_score,call_for_interview
0.2,0.4578377777777777,0.6666666666666666,0.5,0.5,0.2564102564102564,0.2804287222975328,0.2781462228078713,0.182321341976671,1
0.2,0.3451977777777777,0.6666666666666666,0.4,0.4,0.3076923076923077,0.3313459842425246,0.1426416241801103,0.0980507140804379,0
0.0,0.5770466666666666,0.3333333333333333,0.5,0.4,0.3333333333333332,0.3904959128055563,0.4581571538127307,0.3468389003949637,1
0.0,0.4793088888888889,0.6666666666666666,0.3,0.4,0.282051282051282,0.238107017210823,0.3043219527648274,0.2737381485591716,0
0.4666666666666667,0.9071,1.0,0.7,0.8,0.9743589743589742,0.9405359916029548,0.871867777385875,1.0,1
0.8,0.7265755555555555,1.0,0.8,0.7,0.9487179487179488,0.8005883888650956,0.7501636230418758,0.8794842445928561,1
0.8666666666666667,0.6956355555555557,1.0,1.0,0.9,0.7692307692307692,0.7677042284788893,0.6326500013944611,0.6722151213618119,1
0.4,0.2222222222222222,0.8888888888888888,0.5,0.5,0.5384615384615384,0.2826616527690694,0.1666363430872768,0.2641347214753538,1
0.2,0.41524,0.6666666666666666,0.3,0.5,0.2307692307692307,0.3234647637277364,0.1688978789677847,0.2969335070243106,0
0.0,0.4727644444444443,0.4444444444444444,0.4,0.5,0.205128205128205,0.1993717120744873,0.2841774179430192,0.038832852203984,0
0.1333333333333333,0.4206577777777778,0.6666666666666666,0.6,0.3,0.1794871794871795,0.3509152898390613,0.2180261417858227,0.0814600098574198,0
0.2666666666666666,0.66708,0.8888888888888888,0.5,0.5,0.5641025641025641,0.5022055767190323,0.5843677540215368,0.4108411128146577,1
0.4666666666666667,0.0,1.0,0.7,0.6,0.5128205128205128,0.3589738763368032,0.1587175718588811,0.2040127329763485,1
0.2666666666666666,0.7295400000000001,0.8888888888888888,0.7,0.5,0.641025641025641,0.5754993093834474,0.5626874127174583,0.7160477393602521,1
0.0,0.4640488888888889,0.4444444444444444,0.5,0.3,0.3846153846153846,0.3363412642395692,0.2391769824282186,0.4701265004660593,0
0.0,0.5799555555555556,0.5555555555555556,0.4,0.3,0.2307692307692307,0.2930955169170575,0.3488837535358966,0.1333622358936345,0
0.2666666666666666,0.7272488888888888,0.8888888888888888,0.7,0.6,0.6153846153846153,0.7297783369211467,0.6889450234735901,0.6195573211617558,1
0.0,0.7230399999999999,0.5555555555555556,0.3,0.3,0.5128205128205128,0.5829313717902763,0.4590381774495794,0.6476583019146729,1
0.0,0.5286644444444444,0.7777777777777778,0.6,0.6,0.1794871794871795,0.2970979408109628,0.2650329913361968,0.1036457840650283,1
0.4666666666666667,0.1111111111111111,1.0,0.7,0.8,0.8205128205128205,0.5941322117818908,0.3824779116975197,0.5416030061179538,1
0.2,0.5326844444444445,0.3333333333333333,0.1,0.2,0.0,0.0236330773600892,0.0,0.1515424226666543,0
0.2666666666666666,0.6611577777777778,0.6666666666666666,0.7,0.5,0.5897435897435896,0.5500491087911904,0.5519861367842599,0.4262683957627037,0
0.6666666666666666,0.8160488888888887,1.0,1.0,0.7,0.8717948717948718,0.8315063521863455,0.7987548971588296,0.793434744092609,1
0.4666666666666667,0.7716600000000001,1.0,1.0,1.0,0.6666666666666665,0.6539485536906342,0.56390947290328,0.6112162637934677,1
0.3333333333333333,0.6566555555555555,0.7777777777777778,0.8,0.8,0.6923076923076923,0.7616526970959802,0.5101661334773316,0.6237195384393833,1
0.1333333333333333,0.5316866666666668,0.3333333333333333,0.2,0.2,0.282051282051282,0.4150911409559832,0.1913700956330185,0.4208858758257361,0
0.2,1.0,0.7777777777777778,0.4,0.5,0.2307692307692307,0.5182906578873019,0.6330422791757669,0.5697049692815336,1
0.1333333333333333,0.5841288888888889,0.7777777777777778,0.6,0.0,0.2307692307692307,0.4334681108362834,0.4029495402173807,0.3817933294427941,1
0.4666666666666667,0.1111111111111111,1.0,1.0,1.0,0.9230769230769228,0.4543825413305775,0.4333553562083247,0.4512945681767513,1
0.2,0.59606,0.7777777777777778,0.3,0.3,0.1794871794871795,0.3479812076582499,0.222222598146092,0.2655720693383747,1
0.4,0.6149044444444445,0.8888888888888888,0.7,0.5,0.5128205128205128,0.4518941421466383,0.5155341777663163,0.4030753871698275,1
0.3333333333333333,0.6622666666666667,0.7777777777777778,0.7,0.5,0.5641025641025641,0.6893983815321207,0.4591410598165959,0.3888313155708817,1
0.0,0.4047266666666666,0.6666666666666666,0.6,0.4,0.2307692307692307,0.3027602460242939,0.2392899839102373,0.0,0
0.4,0.6723977777777778,0.8888888888888888,0.5,0.6,0.5641025641025641,0.696183777147151,0.5129997719517205,0.5341959250227196,1
0.0,0.4783199999999998,0.3333333333333333,0.0,0.2,0.3589743589743589,0.2580951080129733,0.413348519921672,0.4303403625047868,0
0.4666666666666667,0.7078355555555557,1.0,0.8,0.7,0.8974358974358974,0.8281325919692419,0.7569275264878804,0.8864006646392227,1
0.2666666666666666,0.6166244444444444,0.8888888888888888,0.8,0.7,0.4871794871794871,0.5258198567090503,0.5365578688395444,0.4895713855959941,1
0.4,0.5510755555555554,0.7777777777777778,0.7,0.7,0.5897435897435896,0.5923415646993996,0.5808998184483845,0.4239700025903021,1
0.4,0.6018466666666665,0.8888888888888888,0.7,0.7,0.6666666666666665,0.7567705033324028,0.515158874694726,0.4854277077007267,1
0.6,0.7499044444444443,1.0,0.7,0.8,0.9743589743589742,0.9373928350116472,0.8150826194822387,0.8596466412829895,1
0.2666666666666666,0.5201600000000001,0.7777777777777778,0.5,0.5,0.641025641025641,0.4930238468692536,0.5969697200264087,0.6112476690883594,1
0.3333333333333333,0.5515977777777777,0.8888888888888888,0.5,0.5,0.5897435897435896,0.6489851792140575,0.4873915756602398,0.4012783081222341,1
0.4,0.6002666666666667,0.7777777777777778,0.7,0.7,0.5641025641025641,0.6174363224184299,0.5219646269528625,0.4446507699844301,1
0.0,0.4444444444444444,0.2222222222222222,0.1,0.3,0.0769230769230769,0.1916704187701246,0.2795515025720427,0.082900220028914,0
0.0,0.4177044444444444,0.3333333333333333,0.2,0.2,0.3589743589743589,0.4833528264773861,0.2503515005136904,0.3568215756311771,0
0.0,0.5746644444444444,0.4444444444444444,0.2,0.4,0.3333333333333332,0.2915252491422747,0.4357259368277639,0.2073559247138294,0
0.2666666666666666,1.0,1.0,0.5,0.7,0.7179487179487178,0.8422633800930385,0.7930824954702299,0.7474460261314022,1
0.4666666666666667,0.6818866666666668,1.0,1.0,0.8,0.7179487179487178,0.6426958145230608,0.6868676963572034,0.5838488880700722,1
0.4666666666666667,0.8614755555555555,1.0,0.7,0.8,0.8717948717948718,0.8578077794742831,0.7176317949062283,0.856380676867012,1
0.0,0.3933244444444443,0.5555555555555556,0.5,0.2,0.3076923076923077,0.3863153365181183,0.3760067728871556,0.086535347929875,0
0.0,0.499108888888889,0.6666666666666666,0.4,0.5,0.2564102564102564,0.2326900505257423,0.1205157141426331,0.2203824980595123,1
0.8,0.6495977777777777,1.0,1.0,1.0,0.7435897435897436,0.7605921371214824,0.7613279110262298,0.5863667930882508,1
0.0,0.472088888888889,0.5555555555555556,0.5,0.1,0.2307692307692307,0.442612818594022,0.240868965752967,0.0900243765036639,0
0.3333333333333333,0.5959,0.6666666666666666,0.7,0.8,0.5384615384615384,0.5796961551525868,0.5741648233619954,0.4041319852783006,1
0.1333333333333333,0.5607266666666667,0.4444444444444444,0.2,0.3,0.3589743589743589,0.4625004341682594,0.3565801103513097,0.4103660834827993,0
0.3333333333333333,0.6146844444444444,1.0,0.6,0.6,0.6666666666666665,0.6261607653027698,0.5049537040535126,0.52780676420005,1
0.0,0.4978155555555555,0.5555555555555556,0.3,0.4,0.3076923076923077,0.30267065895482,0.2983357070062963,0.2331623965801192,0
0.0,0.5752466666666668,0.3333333333333333,0.5,0.2,0.282051282051282,0.388840194951614,0.3061407060157629,0.354760053443063,0
0.0,0.48924,0.6666666666666666,0.5,0.4,0.205128205128205,0.2786062177421023,0.3437729768234059,0.2952468102105295,1
0.0666666666666666,0.3890044444444444,0.5555555555555556,0.5,0.3,0.205128205128205,0.1116147945574827,0.1220421044219629,0.1253023187869754,1
0.0666666666666666,0.3333333333333333,0.5555555555555556,0.3,0.5,0.1794871794871795,0.2883440085104765,0.1803158221948388,0.1933683423961875,0
0.0,0.5114955555555556,0.3333333333333333,0.1,0.1,0.0769230769230769,0.0510521745039897,0.2819440302553225,0.2813087479525643,0
0.0666666666666666,0.4716999999999999,0.6666666666666666,0.4,0.3,0.4102564102564102,0.2564908892657677,0.3742759585155958,0.3368683441303641,0
0.4,0.5761644444444445,0.6666666666666666,0.6,0.5,0.5384615384615384,0.5749688136725979,0.4225235606037648,0.5041659375066113,1
0.0,0.4643244444444444,0.6666666666666666,0.3,0.4,0.3589743589743589,0.3850909089746678,0.172902668473166,0.3308042782436441,0
0.4666666666666667,0.7353955555555554,1.0,0.7,0.8,0.9230769230769228,0.978377472477066,0.7680864140288084,0.7643414822483537,1
0.2,0.5977377777777778,0.6666666666666666,0.5,0.4,0.1538461538461538,0.2490167431067884,0.3610343266788532,0.1102501005431693,0
0.0,0.5826577777777778,0.6666666666666666,0.4,0.5,0.282051282051282,0.4969784056185238,0.246949894999472,0.2440552704702108,0
0.4666666666666667,0.6666666666666666,1.0,0.7,0.7,0.9230769230769228,0.7296164383203271,0.6518042176813101,0.8842307877662172,1
0.2,0.53354,0.3333333333333333,0.4,0.2,0.3076923076923077,0.4581924770171559,0.1883055258825763,0.3185489445552109,1
0.8666666666666667,0.7168599999999999,1.0,0.8,0.8,0.7179487179487178,0.8493956514126811,0.6781446210844447,0.7052483595049558,1
0.4,0.6977466666666667,0.8888888888888888,0.6,0.7,0.5384615384615384,0.666693907981416,0.550798153739986,0.5809285034929305,1
0.3333333333333333,0.6803666666666666,0.8888888888888888,0.7,0.7,0.6666666666666665,0.5860522255030098,0.5210782883142794,0.667956757154583,1
0.2,0.5627155555555556,0.4444444444444444,0.3,0.3,0.3846153846153846,0.4492872950172042,0.4325747080616383,0.3990509225888985,1
0.1333333333333333,0.4796377777777777,0.6666666666666666,0.3,0.6,0.1538461538461538,0.0684478745996045,0.2727154255600598,0.222222224152302,0
0.4666666666666667,0.7777777777777778,1.0,0.7,1.0,0.9230769230769228,0.9807089033250124,0.8562212631733893,0.954147931694836,1
0.4666666666666667,0.6401266666666667,1.0,0.7,0.7,0.8717948717948718,0.8956320632552118,0.6409186572315618,0.8366414236729387,1
0.0,0.4392288888888889,0.3333333333333333,0.2,0.3,0.282051282051282,0.4080495264987587,0.1385888199673141,0.1148413900204513,0
0.0666666666666666,0.5370244444444444,0.5555555555555556,0.3,0.0,0.1282051282051282,0.1838878123769167,0.1286527677533288,0.0708301334780136,0
0.3333333333333333,0.7343288888888889,0.8888888888888888,0.5,0.6,0.4358974358974359,0.5537569121003816,0.4140654479448143,0.6343703967172478,1
0.0666666666666666,0.5501666666666666,0.4444444444444444,0.3,0.3,0.2307692307692307,0.4336339022675249,0.1666162598854961,0.2460195948002249,0
0.8666666666666667,0.6059666666666668,1.0,0.7,1.0,0.9487179487179488,0.7908743659346537,0.8093911035182592,0.7661120941104488,1
0.0,0.5024777777777777,0.6666666666666666,0.4,0.2,0.2564102564102564,0.3766871470665072,0.2236618238063256,0.2185411439443368,0
0.4666666666666667,0.6824844444444444,1.0,0.7,0.7,0.8717948717948718,0.9305549430585108,0.6450613073470609,0.7030574409010171,1
0.0,0.3930644444444444,0.6666666666666666,0.3,0.2,0.3589743589743589,0.2289346948711362,0.1697678991240788,0.1605812878727877,0
0.2,0.5307,0.6666666666666666,0.3,0.3,0.1794871794871795,0.3650398376674417,0.1699344276238959,0.1240922165998417,0
0.3333333333333333,0.6263466666666667,0.8888888888888888,0.6,0.7,0.5641025641025641,0.4946006530302461,0.549102162583303,0.6007837950199265,1
0.2666666666666666,0.7000044444444444,0.6666666666666666,0.6,0.5,0.5384615384615384,0.618060144080969,0.6178761745284003,0.5803515485722874,1
0.1333333333333333,0.5631177777777778,0.4444444444444444,0.5,0.3,0.5128205128205128,0.5517611569799517,0.4464311457213111,0.5655253832149978,1
0.2,0.5053088888888888,0.5555555555555556,0.1,0.3,0.0512820512820512,0.2380501358002616,0.0554178124889341,0.0485714669083295,0
0.4666666666666667,0.8331,1.0,0.8,0.7,0.9487179487179488,0.8418946104041292,0.8544515895680689,0.8533856261843782,1
0.2,0.4778066666666666,0.4444444444444444,0.2,0.4,0.282051282051282,0.3589589149245682,0.1460747101131202,0.4112403363288504,1
0.1333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.3,0.1794871794871795,0.0214939150736233,0.0791775227015802,0.0421514084017793,0
0.8666666666666667,0.7833888888888888,1.0,1.0,1.0,0.7948717948717947,0.7750928117941002,0.657857717502225,0.7821906969921674,1
0.0,0.4645044444444444,0.4444444444444444,0.5,0.3,0.3333333333333332,0.4148331669081323,0.4229848647019275,0.1434265525440541,0
0.0,0.6821088888888889,0.5555555555555556,0.4,0.1,0.2564102564102564,0.260482230849994,0.3415522530037789,0.2501473398860204,1
0.1333333333333333,0.4747266666666666,0.3333333333333333,0.6,0.3,0.205128205128205,0.1057247558228003,0.1424489381908163,0.288099575770564,0
0.6666666666666666,0.8664,1.0,0.8,1.0,0.8974358974358974,0.992930547392733,0.8885604326258504,0.8600217185327487,1
0.2,0.4573777777777777,0.7777777777777778,0.3,0.2,0.2307692307692307,0.3445496943111276,0.316687703321388,0.2486843161702542,1
0.0,0.4637155555555555,0.6666666666666666,0.3,0.4,0.282051282051282,0.1938756160117326,0.3340880077929448,0.1440634017037692,0
0.4,0.6666666666666666,0.8888888888888888,0.8,0.6,0.6923076923076923,0.7357743665439744,0.5311640722484872,0.7483145620808261,1
0.2,0.5702244444444444,0.6666666666666666,0.2,0.2,0.3333333333333332,0.4351297336335,0.3077518544533444,0.4591842850486812,1
0.0,0.61768,0.7777777777777778,0.5,0.6,0.1538461538461538,0.1277779676690217,0.3363060177378045,0.0809421308219767,0
0.0666666666666666,0.5477599999999999,0.3333333333333333,0.5,0.4,0.3846153846153846,0.2770024696645701,0.3240849278930168,0.245175191604676,0
0.7333333333333333,0.6411577777777776,1.0,1.0,1.0,0.8974358974358974,0.9128273678929902,0.7798282993005835,0.6644603257593855,1
0.3333333333333333,0.6871866666666667,0.2222222222222222,0.7,0.6,0.5897435897435896,0.473932261185341,0.6436223882199068,0.6606709429786872,1
0.0666666666666666,0.5342666666666668,0.7777777777777778,0.6,0.5,0.205128205128205,0.2139588830857259,0.2382446726360863,0.3881098131072959,1
0.4666666666666667,0.2222222222222222,1.0,1.0,0.9,0.8717948717948718,0.6284224585941446,0.5179602479199383,0.4963957099504433,1
0.0,0.5028644444444444,0.5555555555555556,0.1,0.2,0.1282051282051282,0.3586912058589779,0.1435812986937378,0.1308058981596937,0
0.7333333333333333,0.8888888888888888,1.0,0.7,1.0,0.8974358974358974,0.8572463646881555,0.9264155767652528,0.8494555733912312,1
0.1333333333333333,0.57558,0.7777777777777778,0.3,0.5,0.2307692307692307,0.4274744286784509,0.2114345363559359,0.3035165289310514,1
0.3333333333333333,0.6280866666666668,0.7777777777777778,0.6,0.5,0.5897435897435896,0.7215784063594364,0.6309305710272797,0.6518324026941686,1
0.3333333333333333,0.584,1.0,0.7,0.7,0.6666666666666665,0.6451265252940617,0.4574805665999023,0.6069894805184002,1
0.0666666666666666,0.4754355555555555,0.5555555555555556,0.4,0.2,0.282051282051282,0.2182279707663221,0.1430949689883038,0.3746074412929192,0
0.4666666666666667,0.7098777777777777,1.0,0.7,0.7,0.6923076923076923,0.6904730282577108,0.6294842713234712,0.5600166196477012,1
0.0,0.4876688888888889,0.4444444444444444,0.5,0.3,0.1538461538461538,0.3025596387651051,0.3161834687368929,0.2261772241930364,0
0.2666666666666666,0.7030377777777778,0.7777777777777778,0.6,0.8,0.7435897435897436,0.683403447196845,0.623613660765087,0.6793915810714359,1
0.7333333333333333,0.6224377777777778,1.0,0.7,0.8,0.846153846153846,0.7931274253792111,0.7504761572994795,0.6899758274671791,1
0.4,0.5854177777777777,0.7777777777777778,0.8,0.8,0.6666666666666665,0.7365379221879758,0.5752226461185187,0.547327787121391,1
0.7333333333333333,0.7323955555555555,1.0,0.7,1.0,0.8205128205128205,0.9238867696867008,0.8419528987858266,0.8492494910413116,1
0.0,0.5137866666666668,0.6666666666666666,0.2,0.8,0.2564102564102564,0.2773302008802278,0.2291081899397278,0.4108548935850552,0
0.2666666666666666,0.7086155555555556,0.8888888888888888,0.7,0.7,0.7435897435897436,0.6863938175483173,0.8017292986183302,0.7545164086504028,1
0.0666666666666666,0.5993955555555556,0.5555555555555556,0.3,0.5,0.3076923076923077,0.2872649198398459,0.2221359963851507,0.4571345575787598,0
0.2666666666666666,0.7821444444444443,0.8888888888888888,0.7,0.7,0.6666666666666665,0.6703635144855074,0.6135514217424402,0.6475088780248935,1
0.0666666666666666,0.650468888888889,0.5555555555555556,0.3,0.6,0.2307692307692307,0.2586265685966524,0.4620569592616464,0.2290202530983627,0
0.1333333333333333,0.5775888888888889,0.5555555555555556,0.2,0.4,0.4102564102564102,0.3966977809848774,0.3941258252018052,0.3038845623542603,0
0.0,0.4994266666666667,0.5555555555555556,0.3,0.2,0.3333333333333332,0.4406423482406583,0.2072833623306289,0.4226303997630295,0
0.0666666666666666,0.4670177777777778,0.5555555555555556,0.5,0.5,0.3333333333333332,0.3058685799237221,0.4534025949642436,0.1856450987747237,0
0.0,0.4726955555555556,0.3333333333333333,0.2,0.5,0.4102564102564102,0.3459777992528227,0.3901381927404712,0.4722229474497401,0
0.1333333333333333,0.5039755555555554,0.4444444444444444,0.4,0.4,0.282051282051282,0.4610393068461841,0.4107606320122297,0.3162842505776474,0
0.0,0.62966,0.3333333333333333,0.3,0.2,0.3076923076923077,0.4173030844629064,0.3005037476549363,0.4720385823587158,0
0.0,0.4857844444444443,0.4444444444444444,0.4,0.6,0.1538461538461538,0.3258856041634667,0.0980270944342608,0.2858054673755132,0
0.1333333333333333,0.4267044444444444,0.5555555555555556,0.8,0.3,0.205128205128205,0.1930634588211701,0.1336347380325051,0.1833872025385243,0
0.0666666666666666,0.4789755555555555,0.5555555555555556,0.2,0.3,0.2307692307692307,0.127216662705818,0.3710985106010406,0.0803897110768649,0
0.8,0.7852688888888889,1.0,1.0,1.0,0.8205128205128205,0.982947245517228,0.8086846011431996,0.907375064737051,1
0.2,0.7777777777777778,0.6666666666666666,0.2,0.5,0.2564102564102564,0.5659214482477601,0.5034351603163516,0.4614853899833244,1
0.0666666666666666,0.4809755555555555,0.5555555555555556,0.5,0.4,0.2564102564102564,0.182722737259812,0.3070441955324979,0.3240075617519073,0
0.3333333333333333,0.8888888888888888,0.7777777777777778,0.6,0.7,0.641025641025641,0.7244292662975411,0.6984536197119925,0.8282970726233229,1
0.4,0.7777777777777778,0.8888888888888888,0.5,0.7,0.5641025641025641,0.5799925103511586,0.5488866169776664,0.5748534573817294,1
0.0,0.3804777777777777,0.5555555555555556,0.3,0.2,0.3846153846153846,0.3598150120708042,0.198042454031749,0.2258238178802558,0
0.4,0.5228066666666666,0.7777777777777778,0.5,0.2,0.5384615384615384,0.478744153569301,0.4414190656137811,0.3089519948194961,1
0.5333333333333333,0.7237088888888888,1.0,0.8,1.0,0.8974358974358974,0.9541343503479957,0.762920552088697,0.6672965868395856,1
0.2,0.5246977777777776,0.6666666666666666,0.4,0.3,0.282051282051282,0.1895266596098508,0.2372037021522143,0.1803149650660655,1
0.0,0.4694044444444443,0.7777777777777778,0.4,0.6,0.1538461538461538,0.1471204359777096,0.3048907671748377,0.2222491777179323,0
0.0,0.5730177777777778,0.6666666666666666,0.3,0.2,0.282051282051282,0.2524593368024658,0.2108404990300056,0.2606822621251957,0
0.0,0.5579866666666666,0.7777777777777778,0.5,0.5,0.2307692307692307,0.2978644891296356,0.3081793985131452,0.1248580568586056,0
0.4666666666666667,0.6855888888888889,1.0,0.7,1.0,0.8974358974358974,0.8632336849609065,0.6972516577022685,0.8199552769994783,1
0.3333333333333333,0.7542288888888888,0.6666666666666666,0.7,0.6,0.5384615384615384,0.5506308496432649,0.6437911981009791,0.54664982243487,1
0.0,0.5093044444444444,0.6666666666666666,0.4,0.6,0.205128205128205,0.321249758906814,0.2130102220872156,0.1543973321787287,0
0.6,0.7197244444444446,1.0,0.7,0.7,0.6923076923076923,0.7998299439092948,0.5995432695867907,0.6851771943327706,1
0.0666666666666666,0.5386955555555555,0.5555555555555556,0.5,0.5,0.205128205128205,0.3923388081440139,0.3367149381513226,0.1106810642211135,0
0.2,0.3333333333333333,0.6666666666666666,0.5,0.4,0.2307692307692307,0.0910108452353258,0.2673166046451888,0.2163073418604147,0
0.1333333333333333,0.490848888888889,0.6666666666666666,0.6,0.4,0.205128205128205,0.1522058178391836,0.1154973518686515,0.1627540231941059,0
0.0,0.4687066666666667,0.0,0.2,0.3,0.3333333333333332,0.4032080123228065,0.2408294406025154,0.2896748606529124,0
0.0666666666666666,0.4870466666666667,0.0,0.4,0.3,0.1794871794871795,0.3189276473183968,0.1122757103400725,0.2608631530724222,0
0.2666666666666666,0.7491555555555556,0.3333333333333333,0.5,0.0,0.5897435897435896,0.6156122028776834,0.5362912784293817,0.6846741151499053,1
0.3333333333333333,0.7019,1.0,0.3,0.8,0.6666666666666665,0.7006894430167062,0.5515186438889174,0.648162301745644,1
0.3333333333333333,0.6599755555555556,0.6666666666666666,0.6,0.6,0.4871794871794871,0.6210540522994843,0.408355067864636,0.5832980645010272,1
0.0,0.3454777777777778,0.5555555555555556,0.3,0.4,0.1794871794871795,0.3150126522774019,0.2795843667939036,0.0005462589301105,0
0.6,0.72898,1.0,1.0,0.7,0.8717948717948718,0.7643882743421428,0.8549691407246914,0.8249083290704144,1
0.0,0.5852044444444444,0.3333333333333333,0.1,0.2,0.0769230769230769,0.244944173742595,0.262885816958038,0.2114530249562087,0
0.4666666666666667,0.7428266666666666,1.0,0.0,0.8,0.8974358974358974,0.9139370049865312,0.7055149016449944,0.7822786102009676,1
0.6666666666666666,0.7146066666666665,1.0,0.7,1.0,0.8717948717948718,0.8138919956301387,0.6932730415415234,0.6993856935943484,1
0.0,0.2222222222222222,0.4444444444444444,0.4,0.6,0.2307692307692307,0.0,0.1295088450587024,0.0042253386102718,0
0.0666666666666666,0.436748888888889,0.6666666666666666,0.7,0.5,0.1794871794871795,0.1474838076738051,0.2406737341297631,0.3084715110818751,0
0.0,0.1111111111111111,0.4444444444444444,0.2,0.3,0.2564102564102564,0.0393842654622295,0.0533468256745828,0.0945772033489456,0
0.3333333333333333,0.740868888888889,0.8888888888888888,0.6,0.5,0.5128205128205128,0.5759428537749918,0.4318004372123603,0.5519727405398686,1
0.0666666666666666,0.4503155555555555,0.7777777777777778,0.6,0.3,0.205128205128205,0.3669909772251046,0.1680853549041673,0.3129908606915065,0
0.2666666666666666,0.7490155555555555,0.7777777777777778,0.6,0.7,0.5384615384615384,0.5816342208795158,0.6537796278337134,0.5115380281835633,1
0.5333333333333333,0.7423955555555555,1.0,0.8,0.8,0.8974358974358974,0.8727828293631597,0.7735716385151294,0.7511566896388444,1
0.0666666666666666,0.5931977777777777,0.7777777777777778,0.3,0.6,0.205128205128205,0.4129918757688106,0.3413943981569412,0.2185663893892669,1
0.1333333333333333,0.4968644444444444,0.6666666666666666,0.3,0.5,0.205128205128205,0.1517236481370248,0.3040388500870962,0.2483369461823222,0
0.3333333333333333,0.7234466666666667,0.8888888888888888,0.7,0.5,0.5384615384615384,0.5311551043526929,0.6006667785066115,0.4759166899468078,1
0.6,0.7627444444444444,1.0,1.0,0.7,0.8717948717948718,0.7621245728601628,0.7375899003607709,0.726478178654792,1
0.0,0.6097755555555556,0.6666666666666666,0.2,0.3,0.3076923076923077,0.4946232942026482,0.2760631781448724,0.2816995138566893,0
0.8666666666666667,0.8036177777777779,1.0,1.0,1.0,1.0,0.9004203917580984,0.9803901962807596,0.8432840348661298,1
0.0,0.5730488888888889,0.4444444444444444,0.3,0.5,0.3333333333333332,0.4863065434280623,0.3537047437401687,0.3696201959266942,0
0.2,1.0,0.6666666666666666,0.2,0.2,0.5384615384615384,0.7068674041183169,0.6249913816198674,0.7666889226108587,1
0.0,0.6240488888888889,0.4444444444444444,0.1,0.2,0.0769230769230769,0.3107127298498431,0.1533212948162353,0.0649170017685843,0
0.0,0.4111244444444443,0.4444444444444444,0.2,0.3,0.3589743589743589,0.1621533272471692,0.3170813728333435,0.1918361388270099,0
0.0666666666666666,0.5208977777777778,0.5555555555555556,0.6,0.4,0.2564102564102564,0.385904159491659,0.1510873504362788,0.0841427900199177,0
0.4,0.6248688888888888,0.6666666666666666,0.5,0.6,0.6153846153846153,0.5503031233304158,0.5255196927922656,0.6061068491955569,1
0.2,0.4657066666666666,0.5555555555555556,0.4,0.9,0.1538461538461538,0.1083669070999669,0.0542409932384918,0.2356275496198493,1
0.0,0.4103355555555556,0.4444444444444444,0.8,0.2,0.4615384615384614,0.527507187876039,0.4750933883416695,0.2798658038229091,0
0.0666666666666666,0.5410488888888889,0.6666666666666666,0.4,0.6,0.205128205128205,0.3714537297872109,0.2117825703152136,0.1874318798810765,0
0.4666666666666667,0.7862999999999999,1.0,0.7,0.7,0.8717948717948718,0.9089601066013466,0.8545290684465163,0.7185046326231028,1
0.1333333333333333,0.5751488888888888,0.5555555555555556,0.3,0.3,0.3076923076923077,0.5099004591102222,0.4454039366348702,0.3221514541060712,0
0.0,0.62776,0.6666666666666666,0.5,0.6,0.205128205128205,0.2677598390813335,0.3430566372028422,0.2992871969854916,0
0.2,0.8888888888888888,0.6666666666666666,0.4,0.4,0.2307692307692307,0.5467416590671001,0.5553519986035201,0.3903619461249508,1
